,filename,number,y
9185,data/newdata/train/image8441_48xxx.png,2,"[4, 8, 10, 10, 10]"
9186,data/newdata/train/image23137_17xxx.png,2,"[1, 7, 10, 10, 10]"
9187,data/newdata/train/image1038_24xxx.png,2,"[2, 4, 10, 10, 10]"
9188,data/newdata/train/image27145_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9189,data/newdata/train/image5472_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9190,data/newdata/train/image14298_1939x.png,4,"[1, 9, 3, 9, 10]"
9191,data/newdata/train/image6853_191xx.png,3,"[1, 9, 1, 10, 10]"
9192,data/newdata/train/image23767_3xxxx.png,1,"[3, 10, 10, 10, 10]"
9193,data/newdata/train/image28028_91xxx.png,2,"[9, 1, 10, 10, 10]"
9194,data/newdata/train/image26563_122xx.png,3,"[1, 2, 2, 10, 10]"
9195,data/newdata/train/image28170_28xxx.png,2,"[2, 8, 10, 10, 10]"
9196,data/newdata/train/image3785_249xx.png,3,"[2, 4, 9, 10, 10]"
9197,data/newdata/train/image2314_1513x.png,4,"[1, 5, 1, 3, 10]"
9198,data/newdata/train/image23418_69xxx.png,2,"[6, 9, 10, 10, 10]"
9199,data/newdata/train/image9433_29xxx.png,2,"[2, 9, 10, 10, 10]"
9200,data/newdata/train/image19078_75xxx.png,2,"[7, 5, 10, 10, 10]"
9201,data/newdata/train/image12790_12xxx.png,2,"[1, 2, 10, 10, 10]"
9202,data/newdata/train/image4484_41xxx.png,2,"[4, 1, 10, 10, 10]"
9203,data/newdata/train/image3821_11xxx.png,2,"[1, 1, 10, 10, 10]"
9204,data/newdata/train/image7715_92xxx.png,2,"[9, 2, 10, 10, 10]"
9205,data/newdata/train/image17825_82xxx.png,2,"[8, 2, 10, 10, 10]"
9206,data/newdata/train/image5014_29xxx.png,2,"[2, 9, 10, 10, 10]"
9207,data/newdata/train/image10338_84xxx.png,2,"[8, 4, 10, 10, 10]"
9208,data/newdata/train/image22347_38xxx.png,2,"[3, 8, 10, 10, 10]"
9209,data/newdata/train/image1565_58xxx.png,2,"[5, 8, 10, 10, 10]"
9210,data/newdata/train/image18514_30xxx.png,2,"[3, 0, 10, 10, 10]"
9211,data/newdata/train/image15757_316xx.png,3,"[3, 1, 6, 10, 10]"
9212,data/newdata/train/image3797_21xxx.png,2,"[2, 1, 10, 10, 10]"
9213,data/newdata/train/image21120_35xxx.png,2,"[3, 5, 10, 10, 10]"
9214,data/newdata/train/image15483_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9215,data/newdata/train/image19725_232xx.png,3,"[2, 3, 2, 10, 10]"
9216,data/newdata/train/image9450_305xx.png,3,"[3, 0, 5, 10, 10]"
9217,data/newdata/train/image5970_18xxx.png,2,"[1, 8, 10, 10, 10]"
9218,data/newdata/train/image4708_325xx.png,3,"[3, 2, 5, 10, 10]"
9219,data/newdata/train/image21992_42xxx.png,2,"[4, 2, 10, 10, 10]"
9220,data/newdata/train/image14153_22xxx.png,2,"[2, 2, 10, 10, 10]"
9221,data/newdata/train/image5154_30xxx.png,2,"[3, 0, 10, 10, 10]"
9222,data/newdata/train/image8397_9xxxx.png,1,"[9, 10, 10, 10, 10]"
9223,data/newdata/train/image7326_14xxx.png,2,"[1, 4, 10, 10, 10]"
9224,data/newdata/train/image8467_12xxx.png,2,"[1, 2, 10, 10, 10]"
9225,data/newdata/train/image13915_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9226,data/newdata/train/image5939_106xx.png,3,"[1, 0, 6, 10, 10]"
9227,data/newdata/train/image25193_25xxx.png,2,"[2, 5, 10, 10, 10]"
9228,data/newdata/train/image12416_72xxx.png,2,"[7, 2, 10, 10, 10]"
9229,data/newdata/train/image28768_984xx.png,3,"[9, 8, 4, 10, 10]"
9230,data/newdata/train/image19075_154xx.png,3,"[1, 5, 4, 10, 10]"
9231,data/newdata/train/image2067_27xxx.png,2,"[2, 7, 10, 10, 10]"
9232,data/newdata/train/image8759_16xxx.png,2,"[1, 6, 10, 10, 10]"
9233,data/newdata/train/image2743_61xxx.png,2,"[6, 1, 10, 10, 10]"
9234,data/newdata/train/image13499_2xxxx.png,1,"[2, 10, 10, 10, 10]"
9235,data/newdata/train/image1451_94xxx.png,2,"[9, 4, 10, 10, 10]"
9236,data/newdata/train/image23647_5xxxx.png,1,"[5, 10, 10, 10, 10]"
9237,data/newdata/train/image14159_232xx.png,3,"[2, 3, 2, 10, 10]"
9238,data/newdata/train/image27663_40xxx.png,2,"[4, 0, 10, 10, 10]"
9239,data/newdata/train/image7526_158xx.png,3,"[1, 5, 8, 10, 10]"
9240,data/newdata/train/image26052_10xxx.png,2,"[1, 0, 10, 10, 10]"
9241,data/newdata/train/image3404_303xx.png,3,"[3, 0, 3, 10, 10]"
9242,data/newdata/train/image27511_105xx.png,3,"[1, 0, 5, 10, 10]"
9243,data/newdata/train/image11246_72xxx.png,2,"[7, 2, 10, 10, 10]"
9244,data/newdata/train/image9343_1xxxx.png,1,"[1, 10, 10, 10, 10]"
9245,data/newdata/train/image26250_16xxx.png,2,"[1, 6, 10, 10, 10]"
9246,data/newdata/train/image13507_9xxxx.png,1,"[9, 10, 10, 10, 10]"
9247,data/newdata/train/image19302_21xxx.png,2,"[2, 1, 10, 10, 10]"
9248,data/newdata/train/image3604_23xxx.png,2,"[2, 3, 10, 10, 10]"
9249,data/newdata/train/image12447_54xxx.png,2,"[5, 4, 10, 10, 10]"
9250,data/newdata/train/image11598_44xxx.png,2,"[4, 4, 10, 10, 10]"
9251,data/newdata/train/image14892_3xxxx.png,1,"[3, 10, 10, 10, 10]"
9252,data/newdata/train/image26874_7xxxx.png,1,"[7, 10, 10, 10, 10]"
9253,data/newdata/train/image495_50xxx.png,2,"[5, 0, 10, 10, 10]"
9254,data/newdata/train/image21418_1914x.png,4,"[1, 9, 1, 4, 10]"
9255,data/newdata/train/image16660_5xxxx.png,1,"[5, 10, 10, 10, 10]"
9256,data/newdata/train/image19055_5xxxx.png,1,"[5, 10, 10, 10, 10]"
9257,data/newdata/train/image26391_306xx.png,3,"[3, 0, 6, 10, 10]"
9258,data/newdata/train/image21747_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9259,data/newdata/train/image28791_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9260,data/newdata/train/image16512_625xx.png,3,"[6, 2, 5, 10, 10]"
9261,data/newdata/train/image25584_13xxx.png,2,"[1, 3, 10, 10, 10]"
9262,data/newdata/train/image3751_14xxx.png,2,"[1, 4, 10, 10, 10]"
9263,data/newdata/train/image120_32xxx.png,2,"[3, 2, 10, 10, 10]"
9264,data/newdata/train/image12850_85xxx.png,2,"[8, 5, 10, 10, 10]"
9265,data/newdata/train/image26679_32xxx.png,2,"[3, 2, 10, 10, 10]"
9266,data/newdata/train/image22858_1393x.png,4,"[1, 3, 9, 3, 10]"
9267,data/newdata/train/image20468_65xxx.png,2,"[6, 5, 10, 10, 10]"
9268,data/newdata/train/image10307_1xxxx.png,1,"[1, 10, 10, 10, 10]"
9269,data/newdata/train/image11867_28xxx.png,2,"[2, 8, 10, 10, 10]"
9270,data/newdata/train/image1587_246xx.png,3,"[2, 4, 6, 10, 10]"
9271,data/newdata/train/image16643_15xxx.png,2,"[1, 5, 10, 10, 10]"
9272,data/newdata/train/image12855_14xxx.png,2,"[1, 4, 10, 10, 10]"
9273,data/newdata/train/image26846_61xxx.png,2,"[6, 1, 10, 10, 10]"
9274,data/newdata/train/image28860_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9275,data/newdata/train/image2496_13xxx.png,2,"[1, 3, 10, 10, 10]"
9276,data/newdata/train/image22508_183xx.png,3,"[1, 8, 3, 10, 10]"
9277,data/newdata/train/image5680_51xxx.png,2,"[5, 1, 10, 10, 10]"
9278,data/newdata/train/image26055_102xx.png,3,"[1, 0, 2, 10, 10]"
9279,data/newdata/train/image2950_35xxx.png,2,"[3, 5, 10, 10, 10]"
9280,data/newdata/train/image10194_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9281,data/newdata/train/image25638_20xxx.png,2,"[2, 0, 10, 10, 10]"
9282,data/newdata/train/image14262_33xxx.png,2,"[3, 3, 10, 10, 10]"
9283,data/newdata/train/image5009_62xxx.png,2,"[6, 2, 10, 10, 10]"
9284,data/newdata/train/image20119_27xxx.png,2,"[2, 7, 10, 10, 10]"
9285,data/newdata/train/image4584_100xx.png,3,"[1, 0, 0, 10, 10]"
9286,data/newdata/train/image3804_2576x.png,4,"[2, 5, 7, 6, 10]"
9287,data/newdata/train/image26270_358xx.png,3,"[3, 5, 8, 10, 10]"
9288,data/newdata/train/image17365_65xxx.png,2,"[6, 5, 10, 10, 10]"
9289,data/newdata/train/image3405_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9290,data/newdata/train/image22143_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9291,data/newdata/train/image7801_36xxx.png,2,"[3, 6, 10, 10, 10]"
9292,data/newdata/train/image1859_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9293,data/newdata/train/image12548_16xxx.png,2,"[1, 6, 10, 10, 10]"
9294,data/newdata/train/image16938_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9295,data/newdata/train/image7015_3xxxx.png,1,"[3, 10, 10, 10, 10]"
9296,data/newdata/train/image46_31xxx.png,2,"[3, 1, 10, 10, 10]"
9297,data/newdata/train/image1272_53xxx.png,2,"[5, 3, 10, 10, 10]"
9298,data/newdata/train/image2759_91xxx.png,2,"[9, 1, 10, 10, 10]"
9299,data/newdata/train/image18745_801xx.png,3,"[8, 0, 1, 10, 10]"
9300,data/newdata/train/image13860_2xxxx.png,1,"[2, 10, 10, 10, 10]"
9301,data/newdata/train/image9217_55xxx.png,2,"[5, 5, 10, 10, 10]"
9302,data/newdata/train/image13698_95xxx.png,2,"[9, 5, 10, 10, 10]"
9303,data/newdata/train/image19842_1467x.png,4,"[1, 4, 6, 7, 10]"
9304,data/newdata/train/image14425_5xxxx.png,1,"[5, 10, 10, 10, 10]"
9305,data/newdata/train/image20146_170xx.png,3,"[1, 7, 0, 10, 10]"
9306,data/newdata/train/image16458_18xxx.png,2,"[1, 8, 10, 10, 10]"
9307,data/newdata/train/image449_173xx.png,3,"[1, 7, 3, 10, 10]"
9308,data/newdata/train/image28515_21xxx.png,2,"[2, 1, 10, 10, 10]"
9309,data/newdata/train/image20621_521xx.png,3,"[5, 2, 1, 10, 10]"
9310,data/newdata/train/image8531_60xxx.png,2,"[6, 0, 10, 10, 10]"
9311,data/newdata/train/image3084_208xx.png,3,"[2, 0, 8, 10, 10]"
9312,data/newdata/train/image23565_62xxx.png,2,"[6, 2, 10, 10, 10]"
9313,data/newdata/train/image19422_1xxxx.png,1,"[1, 10, 10, 10, 10]"
9314,data/newdata/train/image13825_13xxx.png,2,"[1, 3, 10, 10, 10]"
9315,data/newdata/train/image26706_74xxx.png,2,"[7, 4, 10, 10, 10]"
9316,data/newdata/train/image5086_126xx.png,3,"[1, 2, 6, 10, 10]"
9317,data/newdata/train/image7183_168xx.png,3,"[1, 6, 8, 10, 10]"
9318,data/newdata/train/image17105_1575x.png,4,"[1, 5, 7, 5, 10]"
9319,data/newdata/train/image1556_83xxx.png,2,"[8, 3, 10, 10, 10]"
9320,data/newdata/train/image10214_142xx.png,3,"[1, 4, 2, 10, 10]"
9321,data/newdata/train/image1472_27xxx.png,2,"[2, 7, 10, 10, 10]"
9322,data/newdata/train/image4008_94xxx.png,2,"[9, 4, 10, 10, 10]"
9323,data/newdata/train/image8127_56xxx.png,2,"[5, 6, 10, 10, 10]"
9324,data/newdata/train/image29104_111xx.png,3,"[1, 1, 1, 10, 10]"
9325,data/newdata/train/image28187_96xxx.png,2,"[9, 6, 10, 10, 10]"
9326,data/newdata/train/image4111_506xx.png,3,"[5, 0, 6, 10, 10]"
9327,data/newdata/train/image21154_40xxx.png,2,"[4, 0, 10, 10, 10]"
9328,data/newdata/train/image24582_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9329,data/newdata/train/image12513_11xxx.png,2,"[1, 1, 10, 10, 10]"
9330,data/newdata/train/image7814_25xxx.png,2,"[2, 5, 10, 10, 10]"
9331,data/newdata/train/image21655_57xxx.png,2,"[5, 7, 10, 10, 10]"
9332,data/newdata/train/image12352_56xxx.png,2,"[5, 6, 10, 10, 10]"
9333,data/newdata/train/image22425_255xx.png,3,"[2, 5, 5, 10, 10]"
9334,data/newdata/train/image7554_70xxx.png,2,"[7, 0, 10, 10, 10]"
9335,data/newdata/train/image13014_1415x.png,4,"[1, 4, 1, 5, 10]"
9336,data/newdata/train/image2345_233xx.png,3,"[2, 3, 3, 10, 10]"
9337,data/newdata/train/image15219_108xx.png,3,"[1, 0, 8, 10, 10]"
9338,data/newdata/train/image7291_56xxx.png,2,"[5, 6, 10, 10, 10]"
9339,data/newdata/train/image24667_45xxx.png,2,"[4, 5, 10, 10, 10]"
9340,data/newdata/train/image28066_49xxx.png,2,"[4, 9, 10, 10, 10]"
9341,data/newdata/train/image12428_26xxx.png,2,"[2, 6, 10, 10, 10]"
9342,data/newdata/train/image24819_160xx.png,3,"[1, 6, 0, 10, 10]"
9343,data/newdata/train/image6242_18xxx.png,2,"[1, 8, 10, 10, 10]"
9344,data/newdata/train/image27455_031xx.png,3,"[0, 3, 1, 10, 10]"
9345,data/newdata/train/image28097_3xxxx.png,1,"[3, 10, 10, 10, 10]"
9346,data/newdata/train/image9251_38xxx.png,2,"[3, 8, 10, 10, 10]"
9347,data/newdata/train/image5327_13xxx.png,2,"[1, 3, 10, 10, 10]"
9348,data/newdata/train/image19109_787xx.png,3,"[7, 8, 7, 10, 10]"
9349,data/newdata/train/image17511_9xxxx.png,1,"[9, 10, 10, 10, 10]"
9350,data/newdata/train/image18139_10xxx.png,2,"[1, 0, 10, 10, 10]"
9351,data/newdata/train/image29284_37xxx.png,2,"[3, 7, 10, 10, 10]"
9352,data/newdata/train/image9368_19xxx.png,2,"[1, 9, 10, 10, 10]"
9353,data/newdata/train/image25593_14xxx.png,2,"[1, 4, 10, 10, 10]"
9354,data/newdata/train/image19234_89xxx.png,2,"[8, 9, 10, 10, 10]"
9355,data/newdata/train/image7502_5xxxx.png,1,"[5, 10, 10, 10, 10]"
9356,data/newdata/train/image17633_230xx.png,3,"[2, 3, 0, 10, 10]"
9357,data/newdata/train/image7869_94xxx.png,2,"[9, 4, 10, 10, 10]"
9358,data/newdata/train/image2726_91xxx.png,2,"[9, 1, 10, 10, 10]"
9359,data/newdata/train/image9785_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9360,data/newdata/train/image4105_339xx.png,3,"[3, 3, 9, 10, 10]"
9361,data/newdata/train/image27812_311xx.png,3,"[3, 1, 1, 10, 10]"
9362,data/newdata/train/image177_5xxxx.png,1,"[5, 10, 10, 10, 10]"
9363,data/newdata/train/image9423_546xx.png,3,"[5, 4, 6, 10, 10]"
9364,data/newdata/train/image63_120xx.png,3,"[1, 2, 0, 10, 10]"
9365,data/newdata/train/image5060_44xxx.png,2,"[4, 4, 10, 10, 10]"
9366,data/newdata/train/image2941_559xx.png,3,"[5, 5, 9, 10, 10]"
9367,data/newdata/train/image12934_95xxx.png,2,"[9, 5, 10, 10, 10]"
9368,data/newdata/train/image23903_65xxx.png,2,"[6, 5, 10, 10, 10]"
9369,data/newdata/train/image11442_217xx.png,3,"[2, 1, 7, 10, 10]"
9370,data/newdata/train/image11289_18xxx.png,2,"[1, 8, 10, 10, 10]"
9371,data/newdata/train/image12800_28xxx.png,2,"[2, 8, 10, 10, 10]"
9372,data/newdata/train/image12766_264xx.png,3,"[2, 6, 4, 10, 10]"
9373,data/newdata/train/image23213_11xxx.png,2,"[1, 1, 10, 10, 10]"
9374,data/newdata/train/image8312_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9375,data/newdata/train/image3484_506xx.png,3,"[5, 0, 6, 10, 10]"
9376,data/newdata/train/image1657_308xx.png,3,"[3, 0, 8, 10, 10]"
9377,data/newdata/train/image9136_201xx.png,3,"[2, 0, 1, 10, 10]"
9378,data/newdata/train/image14772_1xxxx.png,1,"[1, 10, 10, 10, 10]"
9379,data/newdata/train/image1447_60xxx.png,2,"[6, 0, 10, 10, 10]"
9380,data/newdata/train/image15801_192xx.png,3,"[1, 9, 2, 10, 10]"
9381,data/newdata/train/image22197_88xxx.png,2,"[8, 8, 10, 10, 10]"
9382,data/newdata/train/image20054_77xxx.png,2,"[7, 7, 10, 10, 10]"
9383,data/newdata/train/image27018_181xx.png,3,"[1, 8, 1, 10, 10]"
9384,data/newdata/train/image4554_38xxx.png,2,"[3, 8, 10, 10, 10]"
9385,data/newdata/train/image6721_1xxxx.png,1,"[1, 10, 10, 10, 10]"
9386,data/newdata/train/image25463_5xxxx.png,1,"[5, 10, 10, 10, 10]"
9387,data/newdata/train/image16035_25xxx.png,2,"[2, 5, 10, 10, 10]"
9388,data/newdata/train/image29223_171xx.png,3,"[1, 7, 1, 10, 10]"
9389,data/newdata/train/image15501_40xxx.png,2,"[4, 0, 10, 10, 10]"
9390,data/newdata/train/image2605_40xxx.png,2,"[4, 0, 10, 10, 10]"
9391,data/newdata/train/image9412_18xxx.png,2,"[1, 8, 10, 10, 10]"
9392,data/newdata/train/image25702_658xx.png,3,"[6, 5, 8, 10, 10]"
9393,data/newdata/train/image24179_281xx.png,3,"[2, 8, 1, 10, 10]"
9394,data/newdata/train/image25853_28xxx.png,2,"[2, 8, 10, 10, 10]"
9395,data/newdata/train/image23506_2xxxx.png,1,"[2, 10, 10, 10, 10]"
9396,data/newdata/train/image26189_36xxx.png,2,"[3, 6, 10, 10, 10]"
9397,data/newdata/train/image2307_38xxx.png,2,"[3, 8, 10, 10, 10]"
9398,data/newdata/train/image13812_116xx.png,3,"[1, 1, 6, 10, 10]"
9399,data/newdata/train/image1894_72xxx.png,2,"[7, 2, 10, 10, 10]"
9400,data/newdata/train/image13476_50xxx.png,2,"[5, 0, 10, 10, 10]"
9401,data/newdata/train/image4096_54xxx.png,2,"[5, 4, 10, 10, 10]"
9402,data/newdata/train/image15220_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9403,data/newdata/train/image17922_395xx.png,3,"[3, 9, 5, 10, 10]"
9404,data/newdata/train/image15510_62xxx.png,2,"[6, 2, 10, 10, 10]"
9405,data/newdata/train/image26836_17xxx.png,2,"[1, 7, 10, 10, 10]"
9406,data/newdata/train/image27209_10xxx.png,2,"[1, 0, 10, 10, 10]"
9407,data/newdata/train/image28006_45xxx.png,2,"[4, 5, 10, 10, 10]"
9408,data/newdata/train/image8847_9xxxx.png,1,"[9, 10, 10, 10, 10]"
9409,data/newdata/train/image18135_68xxx.png,2,"[6, 8, 10, 10, 10]"
9410,data/newdata/train/image23588_24xxx.png,2,"[2, 4, 10, 10, 10]"
9411,data/newdata/train/image1553_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9412,data/newdata/train/image5_41xxx.png,2,"[4, 1, 10, 10, 10]"
9413,data/newdata/train/image28955_19xxx.png,2,"[1, 9, 10, 10, 10]"
9414,data/newdata/train/image25624_478xx.png,3,"[4, 7, 8, 10, 10]"
9415,data/newdata/train/image17377_23xxx.png,2,"[2, 3, 10, 10, 10]"
9416,data/newdata/train/image3593_125xx.png,3,"[1, 2, 5, 10, 10]"
9417,data/newdata/train/image12881_33xxx.png,2,"[3, 3, 10, 10, 10]"
9418,data/newdata/train/image16233_1706x.png,4,"[1, 7, 0, 6, 10]"
9419,data/newdata/train/image12487_24xxx.png,2,"[2, 4, 10, 10, 10]"
9420,data/newdata/train/image26221_58xxx.png,2,"[5, 8, 10, 10, 10]"
9421,data/newdata/train/image20628_25xxx.png,2,"[2, 5, 10, 10, 10]"
9422,data/newdata/train/image5192_34xxx.png,2,"[3, 4, 10, 10, 10]"
9423,data/newdata/train/image3188_478xx.png,3,"[4, 7, 8, 10, 10]"
9424,data/newdata/train/image13784_2284x.png,4,"[2, 2, 8, 4, 10]"
9425,data/newdata/train/image12630_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9426,data/newdata/train/image5868_48xxx.png,2,"[4, 8, 10, 10, 10]"
9427,data/newdata/train/image25677_8xxxx.png,1,"[8, 10, 10, 10, 10]"
9428,data/newdata/train/image19707_55xxx.png,2,"[5, 5, 10, 10, 10]"
9429,data/newdata/train/image22701_7xxxx.png,1,"[7, 10, 10, 10, 10]"
9430,data/newdata/train/image22430_388xx.png,3,"[3, 8, 8, 10, 10]"
9431,data/newdata/train/image7115_67xxx.png,2,"[6, 7, 10, 10, 10]"
9432,data/newdata/train/image23621_13xxx.png,2,"[1, 3, 10, 10, 10]"
9433,data/newdata/train/image21996_149xx.png,3,"[1, 4, 9, 10, 10]"
9434,data/newdata/train/image23163_15xxx.png,2,"[1, 5, 10, 10, 10]"
9435,data/newdata/train/image17496_77xxx.png,2,"[7, 7, 10, 10, 10]"
9436,data/newdata/train/image4585_19xxx.png,2,"[1, 9, 10, 10, 10]"
9437,data/newdata/train/image13008_20xxx.png,2,"[2, 0, 10, 10, 10]"
9438,data/newdata/train/image4540_69xxx.png,2,"[6, 9, 10, 10, 10]"
9439,data/newdata/train/image8654_37xxx.png,2,"[3, 7, 10, 10, 10]"
9440,data/newdata/train/image4232_19xxx.png,2,"[1, 9, 10, 10, 10]"
9441,data/newdata/train/image21229_192xx.png,3,"[1, 9, 2, 10, 10]"
9442,data/newdata/train/image28566_177xx.png,3,"[1, 7, 7, 10, 10]"
9443,data/newdata/train/image3722_419xx.png,3,"[4, 1, 9, 10, 10]"
9444,data/newdata/train/image11438_2xxxx.png,1,"[2, 10, 10, 10, 10]"
9445,data/newdata/train/image23717_34xxx.png,2,"[3, 4, 10, 10, 10]"
9446,data/newdata/train/image21650_7xxxx.png,1,"[7, 10, 10, 10, 10]"
9447,data/newdata/train/image18686_342xx.png,3,"[3, 4, 2, 10, 10]"
9448,data/newdata/train/image10393_1000x.png,4,"[1, 0, 0, 0, 10]"
9449,data/newdata/train/image28120_17xxx.png,2,"[1, 7, 10, 10, 10]"
9450,data/newdata/train/image1486_75xxx.png,2,"[7, 5, 10, 10, 10]"
9451,data/newdata/train/image10951_51xxx.png,2,"[5, 1, 10, 10, 10]"
9452,data/newdata/train/image4294_8xxxx.png,1,"[8, 10, 10, 10, 10]"
9453,data/newdata/train/image22116_43xxx.png,2,"[4, 3, 10, 10, 10]"
9454,data/newdata/train/image26033_129xx.png,3,"[1, 2, 9, 10, 10]"
9455,data/newdata/train/image9253_43xxx.png,2,"[4, 3, 10, 10, 10]"
9456,data/newdata/train/image1446_218xx.png,3,"[2, 1, 8, 10, 10]"
9457,data/newdata/train/image24344_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9458,data/newdata/train/image9366_33xxx.png,2,"[3, 3, 10, 10, 10]"
9459,data/newdata/train/image19821_922xx.png,3,"[9, 2, 2, 10, 10]"
9460,data/newdata/train/image18023_6xxxx.png,1,"[6, 10, 10, 10, 10]"
9461,data/newdata/train/image612_257xx.png,3,"[2, 5, 7, 10, 10]"
9462,data/newdata/train/image28735_47xxx.png,2,"[4, 7, 10, 10, 10]"
9463,data/newdata/train/image10619_17xxx.png,2,"[1, 7, 10, 10, 10]"
9464,data/newdata/train/image25562_69xxx.png,2,"[6, 9, 10, 10, 10]"
9465,data/newdata/train/image11277_11xxx.png,2,"[1, 1, 10, 10, 10]"
9466,data/newdata/train/image2787_133xx.png,3,"[1, 3, 3, 10, 10]"
9467,data/newdata/train/image12252_321xx.png,3,"[3, 2, 1, 10, 10]"
9468,data/newdata/train/image12299_121xx.png,3,"[1, 2, 1, 10, 10]"
9469,data/newdata/train/image1834_68xxx.png,2,"[6, 8, 10, 10, 10]"
9470,data/newdata/train/image14629_90xxx.png,2,"[9, 0, 10, 10, 10]"
9471,data/newdata/train/image10449_2xxxx.png,1,"[2, 10, 10, 10, 10]"
9472,data/newdata/train/image12750_78xxx.png,2,"[7, 8, 10, 10, 10]"
9473,data/newdata/train/image21414_46xxx.png,2,"[4, 6, 10, 10, 10]"
9474,data/newdata/train/image7339_4xxxx.png,1,"[4, 10, 10, 10, 10]"
9475,data/newdata/train/image4172_35xxx.png,2,"[3, 5, 10, 10, 10]"
9476,data/newdata/train/image13534_270xx.png,3,"[2, 7, 0, 10, 10]"
9477,data/newdata/train/image12149_55xxx.png,2,"[5, 5, 10, 10, 10]"
9478,data/newdata/train/image4276_285xx.png,3,"[2, 8, 5, 10, 10]"
9479,data/newdata/train/image3201_138xx.png,3,"[1, 3, 8, 10, 10]"
9480,data/newdata/train/image26888_16xxx.png,2,"[1, 6, 10, 10, 10]"
9481,data/newdata/train/image26448_2xxxx.png,1,"[2, 10, 10, 10, 10]"
9482,data/newdata/train/image12330_18xxx.png,2,"[1, 8, 10, 10, 10]"
9483,data/newdata/train/image2242_19xxx.png,2,"[1, 9, 10, 10, 10]"
9484,data/newdata/train/image25752_34xxx.png,2,"[3, 4, 10, 10, 10]"
9485,data/newdata/train/image21431_1903x.png,4,"[1, 9, 0, 3, 10]"
9486,data/newdata/train/image19999_261xx.png,3,"[2, 6, 1, 10, 10]"
9487,data/newdata/train/image25572_40xxx.png,2,"[4, 0, 10, 10, 10]"
9488,data/newdata/train/image19139_183xx.png,3,"[1, 8, 3, 10, 10]"
9489,data/newdata/train/image22482_54xxx.png,2,"[5, 4, 10, 10, 10]"
9490,data/newdata/train/image24736_25xxx.png,2,"[2, 5, 10, 10, 10]"
9491,data/newdata/train/image21343_1891x.png,4,"[1, 8, 9, 1, 10]"
9492,data/newdata/train/image24753_31xxx.png,2,"[3, 1, 10, 10, 10]"
9493,data/newdata/train/image24374_41xxx.png,2,"[4, 1, 10, 10, 10]"
9494,data/newdata/train/image20504_29xxx.png,2,"[2, 9, 10, 10, 10]"
9495,data/newdata/train/image6170_2419x.png,4,"[2, 4, 1, 9, 10]"
9496,data/newdata/train/image27121_143xx.png,3,"[1, 4, 3, 10, 10]"
9497,data/newdata/train/image5208_25xxx.png,2,"[2, 5, 10, 10, 10]"
9498,data/newdata/train/image12214_12xxx.png,2,"[1, 2, 10, 10, 10]"
9499,data/newdata/train/image23757_35xxx.png,2,"[3, 5, 10, 10, 10]"
9500,data/newdata/train/image10153_22xxx.png,2,"[2, 2, 10, 10, 10]"
9501,data/newdata/train/image14836_92xxx.png,2,"[9, 2, 10, 10, 10]"
9502,data/newdata/train/image297_107xx.png,3,"[1, 0, 7, 10, 10]"
9503,data/newdata/train/image4467_33xxx.png,2,"[3, 3, 10, 10, 10]"
9504,data/newdata/train/image26953_150xx.png,3,"[1, 5, 0, 10, 10]"
9505,data/newdata/train/image1744_16xxx.png,2,"[1, 6, 10, 10, 10]"
9506,data/newdata/train/image13053_34xxx.png,2,"[3, 4, 10, 10, 10]"
9507,data/newdata/train/image21333_1870x.png,4,"[1, 8, 7, 0, 10]"
9508,data/newdata/train/image3410_190xx.png,3,"[1, 9, 0, 10, 10]"
9509,data/newdata/train/image3721_14xxx.png,2,"[1, 4, 10, 10, 10]"
9510,data/newdata/train/image18872_2120x.png,4,"[2, 1, 2, 0, 10]"
9511,data/newdata/train/image10986_83xxx.png,2,"[8, 3, 10, 10, 10]"
9512,data/newdata/train/image24821_23xxx.png,2,"[2, 3, 10, 10, 10]"
9513,data/newdata/train/image14970_10xxx.png,2,"[1, 0, 10, 10, 10]"
9514,data/newdata/train/image8148_12xxx.png,2,"[1, 2, 10, 10, 10]"
9515,data/newdata/train/image14774_113xx.png,3,"[1, 1, 3, 10, 10]"
9516,data/newdata/train/image20898_39xxx.png,2,"[3, 9, 10, 10, 10]"
9517,data/newdata/train/image14709_213xx.png,3,"[2, 1, 3, 10, 10]"
9518,data/newdata/train/image7336_43xxx.png,2,"[4, 3, 10, 10, 10]"
